,Unnamed: 0,Translated Spans
474,,"In October, I bet more and more in a minority government of the PS"
475,,There are so many alternatives available
476,,more Vale Costa Enjoy
477,,Nothing is as fun as the life of a coveted single
478,,Pedro Marques was actually a casting mistake
479,,"Pedro Marques, who showed the charisma of a cactus, was actually a casting mistake"
480,,showed having the charisma of a cactus
481,,The left block doubled its 2014 vote
482,,"The Left Block doubled its 2014 vote, which is great and the good performance of Marisa Matias (which deserves the result)"
483,,was below the results in the last legislature
484,,"was below the results in the last legislature, where it obtained 10.2%"
485,,This Sunday was not the night of the great victories
486,,"These were gigantic, and there were three"
487,,were gigantic
488,,There was three
489,,It was not by chance that João Ferreira decided to make his speech before the official results were known
490,,"CDU had the worst result of its electoral history, which is especially serious"
491,,"The CDU had the worst result of its electoral history, which is especially serious given the enormous disappointment of the latest authority"
492,,The only extraordinary victory was PAN
493,,Europeans were able to become aware of the dimension of the phenomenon
494,,I also feel bitter
495,,They are not always translated into actions
496,,our right to verify if these companies are paying their taxes where they effectively perform their activity
497,,"British American tobacco giant Tobacco has artificially stated part of his profits in a British branch, where he is exempt from taxes"
498,,First satisfaction
499,,It is just a matter of political will
500,,the next parliament will have to continue the fight
501,,"The complainants, who defend the general interest under life -threatening, will now have European protection"
